"filename", "language", "C", "C++", "Batch", "Shell Script", "Markdown", "Python", "XML", "HTML", "CSS", "comment", "blank", "total"
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlerror.h", "C++", 0, 872, 0, 0, 0, 0, 0, 0, 0, 59, 14, 945
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlexports.h", "C++", 0, 99, 0, 0, 0, 0, 0, 0, 0, 51, 13, 163
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlmemory.h", "C++", 0, 88, 0, 0, 0, 0, 0, 0, 0, 115, 22, 225
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlmodule.h", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 19, 14, 58
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlreader.h", "C++", 0, 311, 0, 0, 0, 0, 0, 0, 0, 79, 35, 425
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlregexp.h", "C++", 0, 147, 0, 0, 0, 0, 0, 0, 0, 54, 22, 223
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlsave.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 14, 14, 89
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlschemas.h", "C++", 0, 135, 0, 0, 0, 0, 0, 0, 0, 62, 22, 219
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlschemastypes.h", "C++", 0, 132, 0, 0, 0, 0, 0, 0, 0, 9, 11, 152
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlstring.h", "C++", 0, 108, 0, 0, 0, 0, 0, 0, 0, 24, 9, 141
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlunicode.h", "C++", 0, 178, 0, 0, 0, 0, 0, 0, 0, 13, 12, 203
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlversion.h", "C++", 0, 160, 0, 0, 0, 0, 0, 0, 0, 253, 55, 468
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xmlwriter.h", "C++", 0, 358, 0, 0, 0, 0, 0, 0, 0, 90, 38, 486
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xpath.h", "C++", 0, 273, 0, 0, 0, 0, 0, 0, 0, 205, 69, 547
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xpathInternals.h", "C++", 0, 327, 0, 0, 0, 0, 0, 0, 0, 242, 62, 631
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\libxml\xpointer.h", "C++", 0, 80, 0, 0, 0, 0, 0, 0, 0, 24, 11, 115
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\big_endian.h", "C++", 0, 86, 0, 0, 0, 0, 0, 0, 0, 24, 12, 122
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\binary_log_types.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 38, 9, 83
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\byte_order_generic.h", "C++", 0, 70, 0, 0, 0, 0, 0, 0, 0, 25, 10, 105
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\byte_order_generic_x86.h", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 32, 10, 69
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\decimal.h", "C++", 0, 64, 0, 0, 0, 0, 0, 0, 0, 62, 19, 145
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\errmsg.h", "C++", 0, 85, 0, 0, 0, 0, 0, 0, 0, 27, 10, 122
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\keycache.h", "C++", 0, 105, 0, 0, 0, 0, 0, 0, 0, 40, 19, 164
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\little_endian.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 30, 15, 106
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\m_ctype.h", "C++", 0, 593, 0, 0, 0, 0, 0, 0, 0, 88, 133, 814
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\m_string.h", "C++", 0, 189, 0, 0, 0, 0, 0, 0, 0, 122, 41, 352
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_alloc.h", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 41, 17, 91
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_byteorder.h", "C++", 0, 154, 0, 0, 0, 0, 0, 0, 0, 36, 36, 226
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_command.h", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 33, 5, 77
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_compiler.h", "C++", 0, 93, 0, 0, 0, 0, 0, 0, 0, 76, 22, 191
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_config.h", "C++", 0, 134, 0, 0, 0, 0, 0, 0, 0, 299, 38, 471
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_dbug.h", "C++", 0, 175, 0, 0, 0, 0, 0, 0, 0, 62, 19, 256
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_dir.h", "C++", 0, 53, 0, 0, 0, 0, 0, 0, 0, 30, 18, 101
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_getopt.h", "C++", 0, 82, 0, 0, 0, 0, 0, 0, 0, 55, 20, 157
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_global.h", "C++", 0, 527, 0, 0, 0, 0, 0, 0, 0, 175, 103, 805
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_list.h", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 26, 8, 58
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_sys.h", "C++", 0, 701, 0, 0, 0, 0, 0, 0, 0, 173, 119, 993
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_thread.h", "C++", 0, 145, 0, 0, 0, 0, 0, 0, 0, 28, 27, 200
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_thread_local.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 33, 21, 115
"d:\TEMP\C_learn\Myserver\Dmfserver\Dmf-FrameWork\include\mysql\my_xml.h", "C++", 0, 55, 0, 0, 0, 0, 0, 0, 0, 31, 18, 104
