"filename", "language", "Shell Script", "Markdown", "Batch", "C++", "C", "Python", "XML", "HTML", "comment", "blank", "total"
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\template.c", "C", 0, 0, 0, 0, 131, 0, 0, 0, 22, 41, 194
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_list.c", "C", 0, 0, 0, 0, 64, 0, 0, 0, 22, 16, 102
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_queue.c", "C", 0, 0, 0, 0, 90, 0, 0, 0, 22, 16, 128
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_stack.c", "C", 0, 0, 0, 0, 87, 0, 0, 0, 23, 21, 131
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_string.c", "C", 0, 0, 0, 0, 163, 0, 0, 0, 33, 30, 226
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_thread_pool.c", "C", 0, 0, 0, 0, 147, 0, 0, 0, 83, 69, 299
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\dm_timer.c", "C", 0, 0, 0, 0, 63, 0, 0, 0, 19, 13, 95
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\utility\utility.c", "C", 0, 0, 0, 0, 66, 0, 0, 0, 25, 17, 108
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\views\mysql.c", "C", 0, 0, 0, 0, 22, 0, 0, 0, 1, 8, 31
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\views\other.c", "C", 0, 0, 0, 0, 43, 0, 0, 0, 2, 11, 56
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\views\session.c", "C", 0, 0, 0, 0, 79, 0, 0, 0, 1, 20, 100
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\Src\views\template.c", "C", 0, 0, 0, 0, 30, 0, 0, 0, 0, 12, 42
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\bin\conf.xml", "XML", 0, 0, 0, 0, 0, 0, 27, 0, 0, 6, 33
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\bin\templates\test.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 3, 19
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\bin\templates\test2.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\build.sh", "Shell Script", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\get.py", "Python", 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\conf\conf.h", "C", 0, 0, 0, 0, 46, 0, 0, 0, 21, 18, 85
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\cpool.h", "C", 0, 0, 0, 0, 41, 0, 0, 0, 18, 18, 77
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\elr_mpl\elr_mpl.h", "C", 0, 0, 0, 0, 47, 0, 0, 0, 139, 19, 205
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\elr_mpl\elr_mtx.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 46, 16, 82
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\link.h", "C", 0, 0, 0, 0, 28, 0, 0, 0, 16, 15, 59
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\log.h", "C++", 0, 0, 0, 36, 0, 0, 0, 0, 21, 21, 78
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\model\data.h", "C", 0, 0, 0, 0, 20, 0, 0, 0, 16, 10, 46
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\model\model.h", "C", 0, 0, 0, 0, 31, 0, 0, 0, 17, 19, 67
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\mpool.h", "C++", 0, 0, 0, 33, 0, 0, 0, 0, 18, 11, 62
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\request.h", "C", 0, 0, 0, 0, 61, 0, 0, 0, 18, 23, 102
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\response.h", "C", 0, 0, 0, 0, 48, 0, 0, 0, 16, 21, 85
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\router.h", "C", 0, 0, 0, 0, 50, 0, 0, 0, 18, 26, 94
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\server.h", "C", 0, 0, 0, 0, 79, 0, 0, 0, 17, 35, 131
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\session.h", "C", 0, 0, 0, 0, 43, 0, 0, 0, 19, 19, 81
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\template.h", "C", 0, 0, 0, 0, 24, 0, 0, 0, 16, 12, 52
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_list.h", "C++", 0, 0, 0, 28, 0, 0, 0, 0, 19, 11, 58
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_queue.h", "C++", 0, 0, 0, 33, 0, 0, 0, 0, 19, 10, 62
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_stack.h", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 18, 12, 60
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_string.h", "C++", 0, 0, 0, 33, 0, 0, 0, 0, 17, 12, 62
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_thread_pool.h", "C++", 0, 0, 0, 45, 0, 0, 0, 0, 27, 18, 90
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\dm_timer.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 17, 10, 58
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\dmfserver\dmfserver\utility\utility.h", "C", 0, 0, 0, 0, 15, 0, 0, 0, 16, 6, 37
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\elr_mpl\elr_mpl.h", "C", 0, 0, 0, 0, 47, 0, 0, 0, 139, 19, 205
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\elr_mpl\elr_mtx.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 46, 14, 80
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\iconv.h", "C++", 0, 0, 0, 47, 0, 0, 0, 0, 61, 27, 135
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\jansson\jansson.h", "C++", 0, 0, 0, 319, 0, 0, 0, 0, 26, 75, 420
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\jansson\jansson_config.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 31, 17, 75
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\DOCBparser.h", "C++", 0, 0, 0, 66, 0, 0, 0, 0, 18, 13, 97
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\HTMLparser.h", "C++", 0, 0, 0, 210, 0, 0, 0, 0, 74, 22, 306
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\HTMLtree.h", "C++", 0, 0, 0, 93, 0, 0, 0, 0, 39, 16, 148
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\SAX.h", "C++", 0, 0, 0, 150, 0, 0, 0, 0, 9, 15, 174
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\SAX2.h", "C++", 0, 0, 0, 156, 0, 0, 0, 0, 9, 12, 177
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\c14n.h", "C++", 0, 0, 0, 54, 0, 0, 0, 0, 59, 14, 127
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\catalog.h", "C++", 0, 0, 0, 125, 0, 0, 0, 0, 42, 16, 183
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\chvalid.h", "C++", 0, 0, 0, 96, 0, 0, 0, 0, 103, 32, 231
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\debugXML.h", "C++", 0, 0, 0, 143, 0, 0, 0, 0, 55, 20, 218
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\dict.h", "C++", 0, 0, 0, 40, 0, 0, 0, 0, 21, 9, 70
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\encoding.h", "C++", 0, 0, 0, 131, 0, 0, 0, 0, 91, 19, 241
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\entities.h", "C++", 0, 0, 0, 109, 0, 0, 0, 0, 25, 17, 151
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\globals.h", "C++", 0, 0, 0, 370, 0, 0, 0, 0, 65, 68, 503
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\hash.h", "C++", 0, 0, 0, 135, 0, 0, 0, 0, 83, 16, 234
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\list.h", "C++", 0, 0, 0, 85, 0, 0, 0, 0, 39, 14, 138
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\nanoftp.h", "C++", 0, 0, 0, 88, 0, 0, 0, 0, 62, 13, 163
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\nanohttp.h", "C++", 0, 0, 0, 67, 0, 0, 0, 0, 9, 6, 82
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\parser.h", "C++", 0, 0, 0, 689, 0, 0, 0, 0, 471, 76, 1236
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\parserInternals.h", "C++", 0, 0, 0, 289, 0, 0, 0, 0, 275, 48, 612
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\pattern.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 22, 14, 101
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\relaxng.h", "C++", 0, 0, 0, 148, 0, 0, 0, 0, 46, 20, 214
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\schemasInternals.h", "C++", 0, 0, 0, 399, 0, 0, 0, 0, 515, 45, 959
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\schematron.h", "C++", 0, 0, 0, 56, 0, 0, 0, 0, 70, 17, 143
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\threads.h", "C++", 0, 0, 0, 54, 0, 0, 0, 0, 18, 13, 85
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\tree.h", "C++", 0, 0, 0, 887, 0, 0, 0, 0, 275, 91, 1253
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\uri.h", "C++", 0, 0, 0, 64, 0, 0, 0, 0, 24, 7, 95
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\valid.h", "C++", 0, 0, 0, 332, 0, 0, 0, 0, 87, 40, 459
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xinclude.h", "C++", 0, 0, 0, 53, 0, 0, 0, 0, 67, 10, 130
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xlink.h", "C++", 0, 0, 0, 81, 0, 0, 0, 0, 87, 22, 190
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlIO.h", "C++", 0, 0, 0, 209, 0, 0, 0, 0, 109, 43, 361
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlautomata.h", "C++", 0, 0, 0, 112, 0, 0, 0, 0, 21, 14, 147
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlerror.h", "C++", 0, 0, 0, 872, 0, 0, 0, 0, 59, 14, 945
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlexports.h", "C++", 0, 0, 0, 99, 0, 0, 0, 0, 51, 13, 163
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlmemory.h", "C++", 0, 0, 0, 88, 0, 0, 0, 0, 115, 22, 225
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlmodule.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 19, 14, 58
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlreader.h", "C++", 0, 0, 0, 311, 0, 0, 0, 0, 79, 35, 425
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlregexp.h", "C++", 0, 0, 0, 147, 0, 0, 0, 0, 54, 22, 223
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlsave.h", "C++", 0, 0, 0, 61, 0, 0, 0, 0, 14, 14, 89
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlschemas.h", "C++", 0, 0, 0, 135, 0, 0, 0, 0, 62, 22, 219
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlschemastypes.h", "C++", 0, 0, 0, 132, 0, 0, 0, 0, 9, 11, 152
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlstring.h", "C++", 0, 0, 0, 108, 0, 0, 0, 0, 24, 9, 141
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlunicode.h", "C++", 0, 0, 0, 178, 0, 0, 0, 0, 13, 12, 203
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlversion.h", "C++", 0, 0, 0, 160, 0, 0, 0, 0, 253, 55, 468
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xmlwriter.h", "C++", 0, 0, 0, 358, 0, 0, 0, 0, 90, 38, 486
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xpath.h", "C++", 0, 0, 0, 273, 0, 0, 0, 0, 205, 69, 547
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xpathInternals.h", "C++", 0, 0, 0, 327, 0, 0, 0, 0, 242, 62, 631
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\libxml\xpointer.h", "C++", 0, 0, 0, 80, 0, 0, 0, 0, 24, 11, 115
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\big_endian.h", "C++", 0, 0, 0, 86, 0, 0, 0, 0, 24, 12, 122
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\binary_log_types.h", "C++", 0, 0, 0, 36, 0, 0, 0, 0, 38, 9, 83
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\byte_order_generic.h", "C++", 0, 0, 0, 70, 0, 0, 0, 0, 25, 10, 105
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\byte_order_generic_x86.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 32, 10, 69
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\decimal.h", "C++", 0, 0, 0, 64, 0, 0, 0, 0, 62, 19, 145
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\errmsg.h", "C++", 0, 0, 0, 85, 0, 0, 0, 0, 27, 10, 122
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\keycache.h", "C++", 0, 0, 0, 105, 0, 0, 0, 0, 40, 19, 164
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\little_endian.h", "C++", 0, 0, 0, 61, 0, 0, 0, 0, 30, 15, 106
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\m_ctype.h", "C++", 0, 0, 0, 593, 0, 0, 0, 0, 88, 133, 814
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\m_string.h", "C++", 0, 0, 0, 189, 0, 0, 0, 0, 122, 41, 352
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_alloc.h", "C++", 0, 0, 0, 33, 0, 0, 0, 0, 41, 17, 91
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_byteorder.h", "C++", 0, 0, 0, 154, 0, 0, 0, 0, 36, 36, 226
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_command.h", "C++", 0, 0, 0, 39, 0, 0, 0, 0, 33, 5, 77
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_compiler.h", "C++", 0, 0, 0, 93, 0, 0, 0, 0, 76, 22, 191
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_config.h", "C++", 0, 0, 0, 134, 0, 0, 0, 0, 299, 38, 471
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_dbug.h", "C++", 0, 0, 0, 175, 0, 0, 0, 0, 62, 19, 256
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_dir.h", "C++", 0, 0, 0, 53, 0, 0, 0, 0, 30, 18, 101
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_getopt.h", "C++", 0, 0, 0, 82, 0, 0, 0, 0, 55, 20, 157
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_global.h", "C++", 0, 0, 0, 527, 0, 0, 0, 0, 175, 103, 805
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_list.h", "C++", 0, 0, 0, 24, 0, 0, 0, 0, 26, 8, 58
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_sys.h", "C++", 0, 0, 0, 701, 0, 0, 0, 0, 173, 119, 993
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_thread.h", "C++", 0, 0, 0, 145, 0, 0, 0, 0, 28, 27, 200
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_thread_local.h", "C++", 0, 0, 0, 61, 0, 0, 0, 0, 33, 21, 115
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\my_xml.h", "C++", 0, 0, 0, 55, 0, 0, 0, 0, 31, 18, 104
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql.h", "C++", 0, 0, 0, 480, 0, 0, 0, 0, 190, 72, 742
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\client_authentication.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 21, 4, 39
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\client_plugin.h", "C++", 0, 0, 0, 80, 0, 0, 0, 0, 108, 27, 215
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\com_data.h", "C++", 0, 0, 0, 87, 0, 0, 0, 0, 26, 20, 133
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\get_password.h", "C++", 0, 0, 0, 12, 0, 0, 0, 0, 25, 7, 44
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\group_replication_priv.h", "C++", 0, 0, 0, 42, 0, 0, 0, 0, 127, 38, 207
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\innodb_priv.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 40, 9, 63
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\mysql_lex_string.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 21, 5, 41
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin.h", "C++", 0, 0, 0, 374, 0, 0, 0, 0, 258, 121, 753
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_audit.h", "C++", 0, 0, 0, 249, 0, 0, 0, 0, 272, 45, 566
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_auth.h", "C++", 0, 0, 0, 35, 0, 0, 0, 0, 128, 23, 186
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_auth_common.h", "C++", 0, 0, 0, 35, 0, 0, 0, 0, 107, 14, 156
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_ftparser.h", "C++", 0, 0, 0, 52, 0, 0, 0, 0, 150, 20, 222
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_group_replication.h", "C++", 0, 0, 0, 51, 0, 0, 0, 0, 94, 15, 160
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_keyring.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 162, 11, 192
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_trace.h", "C++", 0, 0, 0, 91, 0, 0, 0, 0, 231, 35, 357
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\plugin_validate_password.h", "C++", 0, 0, 0, 12, 0, 0, 0, 0, 35, 7, 54
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\psi\mysql_file.h", "C++", 0, 0, 0, 1084, 0, 0, 0, 0, 244, 113, 1441
"c:\Users\92706\Desktop\TEMP\C_learn\Myserver\Dmfserver\request\include\mysql\mysql\psi\mysql_idle.h", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 54, 13, 104
